text,label,subintent,canonical_question,difficulty,source,split
"Molim vas, Treba mi organizaciona struktura Ministarstva. Hvala.",kontakt_i_nadleznosti,organizacija,Treba mi organizaciona struktura Ministarstva.,medium,synthetic_rule_based,train
"Molim vas, Kako ide pravna saradnja sa drugom državom?",pravna_pomoc,medjunarodna_pravna_pomoc,Kako ide pravna saradnja sa drugom državom?,easy,synthetic_rule_based,train
"Dobar dan, Gdje je prijavni obrazac za upis u registar? Možete li me uputiti?",obrasci,obrazac_registracija,Gdje je prijavni obrazac za upis u registar?,medium,synthetic_rule_based,train
"Može pomoć, Kako provjeriti notara?",registri,registar_notara,Kako provjeriti notara?,easy,synthetic_rule_based,train
Kome se šalje prijava za ispit? Možete li me uputiti?,ispiti,kontakt_ispiti,Kome se šalje prijava za ispit?,medium,synthetic_rule_based,train
Na stranici ima puno linkova. Ko može polagati stručni upravni ispit? Molim odgovor.,ispiti,strucni_upravni_ispit,Ko može polagati stručni upravni ispit?,easy,synthetic_rule_based,train
"Molim vas, Gdje je obrazac za prijavu pravosudnog ispita? Treba mi hitno.",obrasci,obrazac_ispiti,Gdje je obrazac za prijavu pravosudnog ispita?,medium,synthetic_rule_based,train
"Pozdrav, Gdje je javni registar fondacija?",registri,registar_udruzenja,Gdje je javni registar fondacija?,medium,synthetic_rule_based,train
"Pozdrav, Gdje se predaje zahtjev/prijava za građevinsku dozvolu? Možete li me uputiti?",out_of_scope,nevezano,Gdje se predaje zahtjev za građevinsku dozvolu?,medium,synthetic_rule_based,train
"Trebam informaciju, Koji propis reguliše pristup informacijama? Nisam siguran gdje da tražim.",zakoni_i_propisi,zakoni_zospi,Koji propis reguliše pristup informacijama?,natural,synthetic_rule_based,train
"Trebam informaciju, Ne znam koji dokument da predam. Koja dokumentacija je potrebna za osnivanje udruzenja?",registracija,registracija_udruzenja,Koja dokumentacija je potrebna za osnivanje udruženja?,easy,synthetic_rule_based,train
"Molim vas, Šta je nadleznost Ministarstva pravde BiH? Nisam siguran gdje da trazim.",kontakt_i_nadleznosti,nadleznosti,Šta je nadležnost Ministarstva pravde BiH?,easy,synthetic_rule_based,train
"Zanima me, Treba mi za fakultetski zadatak. Ima li obrazac za preregistraciju? Nisam siguran gdje da tražim.",obrasci,obrazac_promjena,Ima li obrazac za preregistraciju?,medium,synthetic_rule_based,train
Treba mi za fakultetski zadatak. Koji je email za stručni upravni ispit?,ispiti,kontakt_ispiti,Koji je email za stručni upravni ispit?,medium,synthetic_rule_based,train
Na stranici ima puno linkova. Koji su uslovi za pravosudni ispit? Hvala.,ispiti,pravosudni_ispit,Koji su uslovi za pravosudni ispit?,natural,synthetic_rule_based,train
"Trebam informaciju, Koga mogu kontaktirati za pravosudni ispit?",ispiti,kontakt_ispiti,Koga mogu kontaktirati za pravosudni ispit?,natural,synthetic_rule_based,train
"Dobar dan, Gdje mogu pronaći sudskog tumača?",registri,registar_tumaca,Gdje mogu pronaći sudskog tumača?,medium,synthetic_rule_based,train
"Može pomoć, Gdje mogu vidjeti organizaciju Ministarstva? Treba mi hitno.",kontakt_i_nadleznosti,organizacija,Gdje mogu vidjeti organizaciju Ministarstva?,medium,synthetic_rule_based,train
"Zanima me, Gdje se nalazi Ministarstvo pravde?",kontakt_i_nadleznosti,kontakt,Gdje se nalazi Ministarstvo pravde?,natural,synthetic_rule_based,train
Kome se šalje prijava za ispit? Nisam siguran gdje da tražim.,ispiti,kontakt_ispiti,Kome se šalje prijava za ispit?,easy,synthetic_rule_based,train
Gdje mogu naći pravila za imenovanje sudskog tumača? Možete li me uputiti?,zakoni_i_propisi,zakoni_notari_tumaci,Gdje mogu naći pravila za imenovanje sudskog tumača?,natural,synthetic_rule_based,train
Radim ovo prvi put. Kako poslati upit Ministarstvu? Molim odgovor.,kontakt_i_nadleznosti,kontakt,Kako poslati upit Ministarstvu?,easy,synthetic_rule_based,train
"Molim vas, Ne razumijem proceduru. Kako otvoriti firmu u poreznoj upravi? Molim odgovor.",out_of_scope,nevezano,Kako otvoriti firmu u poreznoj upravi?,easy,synthetic_rule_based,train
"Pozdrav, Kako provjeriti da li je neko sudski tumač? Nisam siguran gdje da tražim.",registri,registar_tumaca,Kako provjeriti da li je neko sudski tumač?,medium,synthetic_rule_based,train
"Dobar dan, Ko može polagati stručni upravni ispit? Možete li me uputiti?",ispiti,strucni_upravni_ispit,Ko može polagati stručni upravni ispit?,natural,synthetic_rule_based,train
"Trebam informaciju, Ne razumijem proceduru. Koji su uslovi za vozačku dozvolu? Hvala.",out_of_scope,nevezano,Koji su uslovi za vozačku dozvolu?,easy,synthetic_rule_based,train
"Može pomoć, Kako da produžim pasoš? Hvala.",out_of_scope,nevezano,Kako da produžim pasoš?,natural,synthetic_rule_based,train
"Zanima me, Kako ide pravna saradnja sa drugom državom? Ako može.",pravna_pomoc,medjunarodna_pravna_pomoc,Kako ide pravna saradnja sa drugom državom?,medium,synthetic_rule_based,train
"Molim vas, Ne razumijem proceduru. Gdje se predaje zahtjev za registraciju fondacije? Ako može.",registracija,registracija_fondacije,Gdje se podnosi zahtjev za registraciju fondacije?,medium,synthetic_rule_based,train
"Dobar dan, Treba mi za fakultetski zadatak. Treba mi pravilnik za ZOSPI. Hvala.",zakoni_i_propisi,zakoni_zospi,Treba mi pravilnik za ZOSPI.,easy,synthetic_rule_based,train
"Trebam informaciju, Gdje mogu preuzeti obrazac za registraciju udruženja? Treba mi hitno.",obrasci,obrazac_registracija,Gdje mogu preuzeti obrazac za registraciju udruženja?,easy,synthetic_rule_based,train
"Pozdrav, Jesu li objavljeni novi ispitni termini?",ispiti,termini_ispita,Jesu li objavljeni novi ispitni termini?,easy,synthetic_rule_based,train
Ne razumijem proceduru. Šta treba predati za registraciju fondacije? Molim odgovor.,registracija,registracija_fondacije,Šta treba predati za registraciju fondacije?,medium,synthetic_rule_based,train
"Dobar dan, Koji su uslovi za osnivanje fondacije? Možete li me uputiti?",registracija,registracija_fondacije,Koji su uslovi za osnivanje fondacije?,easy,synthetic_rule_based,train
"Može pomoć, Ko može polagati stručni upravni ispit? Ako može.",ispiti,strucni_upravni_ispit,Ko može polagati stručni upravni ispit?,easy,synthetic_rule_based,train
"Zanima me, Koji zakon se primjenjuje na NVO? Hvala.",zakoni_i_propisi,zakoni_udruzenja,Koji zakon se primjenjuje na NVO?,natural,synthetic_rule_based,train
"Trebam informaciju, Koji obrazac se koristi za osnivanje udruženja? Nisam siguran gdje da tražim.",obrasci,obrazac_registracija,Koji obrazac se koristi za osnivanje udruženja?,natural,synthetic_rule_based,train
Na stranici ima puno linkova. Šta treba za prestanak rada udruzenja? Hvala.,registracija,brisanje_iz_registra,Šta treba za prestanak rada udruženja?,medium,synthetic_rule_based,train
"Dobar dan, Kako promijeniti adresu udruženja? Treba mi hitno.",registracija,promjena_podataka,Kako promijeniti adresu udruženja?,easy,synthetic_rule_based,train
Gdje mogu vidjeti listu kandidata za ispit? Hvala.,ispiti,termini_ispita,Gdje mogu vidjeti listu kandidata za ispit?,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Kako podnijeti zahtjev za brisanje fondacije?",registracija,brisanje_iz_registra,Kako podnijeti zahtjev za brisanje fondacije?,medium,synthetic_rule_based,train
"Zanima me, Gdje da nađem registar udruženja? Treba mi hitno.",registri,registar_udruzenja,Gdje mogu pronaći registar udruženja?,medium,synthetic_rule_based,train
"Molim vas, Kako se briše udruženje iz registra? Možete li me uputiti?",registracija,brisanje_iz_registra,Kako se briše udruženje iz registra?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Kako funkcioniše međunarodna pravna pomoć? Molim odgovor.",pravna_pomoc,medjunarodna_pravna_pomoc,Kako funkcioniše međunarodna pravna pomoć?,easy,synthetic_rule_based,train
"Pozdrav, Koji su uslovi za pravosudni ispit?",ispiti,pravosudni_ispit,Koji su uslovi za pravosudni ispit?,easy,synthetic_rule_based,train
Radim ovo prvi put. Kome se obratiti za alimentaciju ako je roditelj van BiH? Treba mi hitno.,pravna_pomoc,alimentacija,Kome se obratiti za alimentaciju ako je roditelj van BiH?,medium,synthetic_rule_based,train
"Molim vas, Gdje je javni registar fondacija?",registri,registar_udruzenja,Gdje je javni registar fondacija?,medium,synthetic_rule_based,train
"Može pomoć, Na stranici ima puno linkova. Ima li obrazac za popravni ispit?",obrasci,obrazac_ispiti,Ima li obrazac za popravni ispit?,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Ne razumijem proceduru. Gdje mogu naći program pravosudnog ispita?",zakoni_i_propisi,zakoni_ispiti,Gdje mogu naći program pravosudnog ispita?,easy,synthetic_rule_based,train
"Može pomoć, Ne razumijem proceduru. Gdje se vadi lična karta?",out_of_scope,nevezano,Gdje se vadi lična karta?,medium,synthetic_rule_based,train
"Trebam informaciju, Kako odjaviti udruženje iz registra? Treba mi hitno.",registracija,brisanje_iz_registra,Kako odjaviti udruženje iz registra?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Radim ovo prvi put. Kako otvoriti firmu u poreznoj upravi? Nisam siguran gdje da tražim.",out_of_scope,nevezano,Kako otvoriti firmu u poreznoj upravi?,medium,synthetic_rule_based,train
Ne znam koji dokument da predam. Koji su uslovi za vozačku dozvolu? Hvala.,out_of_scope,nevezano,Koji su uslovi za vozačku dozvolu?,natural,synthetic_rule_based,train
Kako se prijaviti na biro za zapošljavanje? Nisam siguran gdje da tražim.,out_of_scope,nevezano,Kako se prijaviti na biro za zapošljavanje?,easy,synthetic_rule_based,train
"Molim vas, Gdje su objavljeni ovlašteni sudski tumači? Molim odgovor.",registri,registar_tumaca,Gdje su objavljeni ovlašteni sudski tumači?,medium,synthetic_rule_based,train
Ko radi u sektoru za pravosuđe? Treba mi hitno.,kontakt_i_nadleznosti,organizacija,Ko radi u sektoru za pravosuđe?,natural,synthetic_rule_based,train
"Dobar dan, Šta treba za promjenu osobe ovlaštene za zastupanje?",registracija,promjena_podataka,Šta treba za promjenu osobe ovlaštene za zastupanje?,medium,synthetic_rule_based,train
"Može pomoć, Ima li obrazac za preregistraciju? Hvala.",obrasci,obrazac_promjena,Ima li obrazac za preregistraciju?,easy,synthetic_rule_based,train
"Molim vas, Ko je nadležan za međunarodnu pravnu pomoć?",pravna_pomoc,medjunarodna_pravna_pomoc,Ko je nadležan za međunarodnu pravnu pomoć?,medium,synthetic_rule_based,train
"Trebam informaciju, Pokušavam naći tačan obrazac. Gdje se plaća parking kazna? Hvala.",out_of_scope,nevezano,Gdje se plaća parking kazna?,easy,synthetic_rule_based,train
"Molim vas, Kada su termini za pravosudni ispit?",ispiti,pravosudni_ispit,Kada su termini za pravosudni ispit?,easy,synthetic_rule_based,train
"Zanima me, Treba mi pomoć za alimentaciju iz inostranstva. Nisam siguran gdje da tražim.",pravna_pomoc,alimentacija,Treba mi pomoć za alimentaciju iz inostranstva.,medium,synthetic_rule_based,train
Treba mi za fakultetski zadatak. Kako naplatiti alimentaciju iz inostranstva? Treba mi hitno.,pravna_pomoc,alimentacija,Kako naplatiti alimentaciju iz inostranstva?,natural,synthetic_rule_based,train
"Molim vas, Treba mi pravilnik za ZOSPI.",zakoni_i_propisi,zakoni_zospi,Treba mi pravilnik za ZOSPI.,natural,synthetic_rule_based,train
"Dobar dan, Kako je regulisan zahtjev za pristup informacijama? Treba mi hitno.",zakoni_i_propisi,zakoni_zospi,Kako je regulisan zahtjev za pristup informacijama?,easy,synthetic_rule_based,train
Treba mi za fakultetski zadatak. Treba mi izvod iz registra udruženja.,registri,registar_udruzenja,Treba mi izvod iz registra udruženja.,natural,synthetic_rule_based,train
"Trebam informaciju, Ne razumijem proceduru. Ima li zahtjev za registraciju u Word ili PDF formatu? Ako može.",obrasci,obrazac_registracija,Ima li zahtjev za registraciju u Word ili PDF formatu?,easy,synthetic_rule_based,train
"Molim vas, Radim ovo prvi put. Gdje je obrazac za prijavu pravosudnog ispita? Treba mi hitno.",obrasci,obrazac_ispiti,Gdje je obrazac za prijavu pravosudnog ispita?,easy,synthetic_rule_based,train
"Može pomoć, Kako poslati upit Ministarstvu? Hvala.",kontakt_i_nadleznosti,kontakt,Kako poslati upit Ministarstvu?,natural,synthetic_rule_based,train
Ne razumijem proceduru. Koji je email Ministarstva pravde BiH? Ako može.,kontakt_i_nadleznosti,kontakt,Koji je email Ministarstva pravde BiH?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Gdje mogu pronaći registar udruženja?",registri,registar_udruzenja,Gdje mogu pronaći registar udruženja?,medium,synthetic_rule_based,train
"Dobar dan, Kako se pokreće postupak za povrat djeteta? Ako može.",pravna_pomoc,otmica_djece,Kako se pokreće postupak za povrat djeteta?,medium,synthetic_rule_based,train
"Pozdrav, Pokušavam naći tačan obrazac. Treba mi spisak notara u BiH. Hvala.",registri,registar_notara,Treba mi spisak notara u BiH.,natural,synthetic_rule_based,train
Koji zakon reguliše udruženja i fondacije? Možete li me uputiti?,zakoni_i_propisi,zakoni_udruzenja,Koji zakon reguliše udruženja i fondacije?,easy,synthetic_rule_based,train
Kako podnijeti zahtjev za brisanje fondacije? Molim odgovor.,registracija,brisanje_iz_registra,Kako podnijeti zahtjev za brisanje fondacije?,medium,synthetic_rule_based,train
"Može pomoć, Radim ovo prvi put. Koji su uslovi za osnivanje fondacije?",registracija,registracija_fondacije,Koji su uslovi za osnivanje fondacije?,medium,synthetic_rule_based,train
"Zanima me, Ne znam koji dokument da predam. Koji dokumenti trebaju za likvidaciju udruženja?",registracija,brisanje_iz_registra,Koji dokumenti trebaju za likvidaciju udruženja?,medium,synthetic_rule_based,train
Kada je sljedeći termin ispita? Hvala.,ispiti,termini_ispita,Kada je sljedeći termin ispita?,easy,synthetic_rule_based,train
"Pozdrav, Ko radi u sektoru za pravosuđe? Hvala.",kontakt_i_nadleznosti,organizacija,Ko radi u sektoru za pravosuđe?,natural,synthetic_rule_based,train
"Pozdrav, Radim ovo prvi put. Gdje se plaća parking kazna? Molim odgovor.",out_of_scope,nevezano,Gdje se plaća parking kazna?,medium,synthetic_rule_based,train
Gdje su propisi za strucni upravni ispit?,zakoni_i_propisi,zakoni_ispiti,Gdje su propisi za stručni upravni ispit?,medium,synthetic_rule_based,train
"Može pomoć, Šta treba za prestanak rada udruženja?",registracija,brisanje_iz_registra,Šta treba za prestanak rada udruženja?,natural,synthetic_rule_based,train
"Zanima me, Za šta je nadležno Ministarstvo pravde? Hvala.",kontakt_i_nadleznosti,nadleznosti,Za šta je nadležno Ministarstvo pravde?,natural,synthetic_rule_based,train
"Može pomoć, Treba mi za fakultetski zadatak. Kako odjaviti udruženje iz registra? Možete li me uputiti?",registracija,brisanje_iz_registra,Kako odjaviti udruženje iz registra?,natural,synthetic_rule_based,train
"Zanima me, Koji formular se predaje za polaganje ispita? Ako može.",obrasci,obrazac_ispiti,Koji formular se predaje za polaganje ispita?,easy,synthetic_rule_based,train
"Pozdrav, Kako podnijeti zahtjev za brisanje fondacije? Nisam siguran gdje da tražim.",registracija,brisanje_iz_registra,Kako podnijeti zahtjev za brisanje fondacije?,easy,synthetic_rule_based,train
Kako odjaviti udruženje iz registra? Nisam siguran gdje da tražim.,registracija,brisanje_iz_registra,Kako odjaviti udruženje iz registra?,easy,synthetic_rule_based,train
"Molim vas, Koji formular treba za promjenu zastupnika?",obrasci,obrazac_promjena,Koji formular treba za promjenu zastupnika?,natural,synthetic_rule_based,train
Koja dokumentacija je potrebna za osnivanje udruženja?,registracija,registracija_udruzenja,Koja dokumentacija je potrebna za osnivanje udruženja?,natural,synthetic_rule_based,train
"Molim vas, Gdje je zakon o slobodi pristupa informacijama? Hvala.",zakoni_i_propisi,zakoni_zospi,Gdje je zakon o slobodi pristupa informacijama?,medium,synthetic_rule_based,train
"Pozdrav, Gdje su objavljeni notari? Ako može.",registri,registar_notara,Gdje su objavljeni notari?,natural,synthetic_rule_based,train
Koji sektori postoje u Ministarstvu?,kontakt_i_nadleznosti,organizacija,Koji sektori postoje u Ministarstvu?,natural,synthetic_rule_based,train
Treba mi za fakultetski zadatak. Kako se prijavljuje stručni upravni ispit? Ako može.,ispiti,strucni_upravni_ispit,Kako se prijavljuje stručni upravni ispit?,medium,synthetic_rule_based,train
Treba mi obrazac za promjenu podataka udruženja. Molim odgovor.,obrasci,obrazac_promjena,Treba mi obrazac za promjenu podataka udruženja.,natural,synthetic_rule_based,train
Kako registrovati udruženje? Hvala.,registracija,registracija_udruzenja,Kako registrovati udruženje?,natural,synthetic_rule_based,train
"Pozdrav, Za šta je nadležno Ministarstvo pravde? Ako može.",kontakt_i_nadleznosti,nadleznosti,Za šta je nadležno Ministarstvo pravde?,medium,synthetic_rule_based,train
"Zanima me, Ne razumijem proceduru. Šta treba za promjenu osobe ovlaštene za zastupanje? Ako može.",registracija,promjena_podataka,Šta treba za promjenu osobe ovlaštene za zastupanje?,natural,synthetic_rule_based,train
